Symbol,Ensembl Gene ID,Entrez,Type,Species,Chr,Position (Mbp),Description,percentage_gc_content,transcript_count,genomeSpan,cds_length,transcript_length,FiveUTR,ThreeUTR,nExons
 UBE2W,ENSG00000104343,55284,protein_coding,Human,8,73.780097,ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616],39.29,9,98814,406,3991,29,3217,6
 ELOC,ENSG00000154582,6921,protein_coding,Human,8,73.939169,elongin C [Source:HGNC Symbol;Acc:HGNC:11617],41.21,15,33139,326,1732,75,1060,4
 TMEM70,ENSG00000175606,54968,protein_coding,Human,8,73.972437,transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050],43.8,7,10347,481,841,83,508,3
 ZC2HC1A,ENSG00000104427,51101,protein_coding,Human,8,78.666089,zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277],34.77,4,53677,785,1360,60,1140,6
 ZFAND1,ENSG00000104231,79752,protein_coding,Human,8,81.701334,zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858],37.45,25,31570,368,928,73,410,6
 E2F5,ENSG00000133740,1875,protein_coding,Human,8,85.177154,E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119],39.54,8,40005,692,1682,171,648,6
 WWP1,ENSG00000123124,11059,protein_coding,Human,8,86.342547,WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004],37.52,11,135874,1600,1406,88,846,9
 CPNE3,ENSG00000085719,8895,protein_coding,Human,8,86.514435,copine 3 [Source:HGNC Symbol;Acc:HGNC:2316],37.62,13,47064,581,1162,59,3088,6
 CNGB3,ENSG00000170289,54714,protein_coding,Human,8,86.553977,cyclic nucleotide gated channel subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:2153],38.24,6,189699,1485,2315,28,750,10
 OSGIN2,ENSG00000164823,734,protein_coding,Human,8,89.901849,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355],38.21,4,26040,1328,3308,128,1789,6
 NBN,ENSG00000104320,4683,protein_coding,Human,8,89.924515,nibrin [Source:HGNC Symbol;Acc:HGNC:7652],37,38,78714,1313,5007,107,1779,13
 DECR1,ENSG00000104325,1666,protein_coding,Human,8,90.001405,"2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]",38.07,19,52229,413,831,74,304,6
 OTUD6B,ENSG00000155100,51633,protein_coding,Human,8,91.070196,OTU deubiquitinase 6B [Source:HGNC Symbol;Acc:HGNC:24281],34.94,6,16900,746,2689,91,1829,7
 TRIQK,ENSG00000205133,286144,protein_coding,Human,8,92.883532,triple QxxK/R motif containing [Source:HGNC Symbol;Acc:HGNC:27828],34.5,23,134142,219,1369,101,1255,4
 TMEM67,ENSG00000164953,91147,protein_coding,Human,8,93.754844,transmembrane protein 67 [Source:HGNC Symbol;Acc:HGNC:28396],37.38,47,64391,1337,2937,41,372,20
 RAD54B,ENSG00000197275,25788,protein_coding,Human,8,94.37196,RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228],36.72,8,103156,798,1180,47,505,6
 FSBP,ENSG00000265817,100861412,protein_coding,Human,8,94.378377,fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653],35.62,2,58576,645,3932,80,2298,7
 ESRP1,ENSG00000104413,54845,protein_coding,Human,8,94.641074,epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966],40.32,12,66393,1612,2272,154,924,10
 INTS8,ENSG00000164941,55656,protein_coding,Human,8,94.813311,integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048],40.21,20,68436,1117,1397,101,325,11
 CCNE2,ENSG00000175305,9134,protein_coding,Human,8,94.87977,cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590],41.61,8,16909,738,1309,51,623,8
 MTERF3,ENSG00000156469,51001,protein_coding,Human,8,96.239398,mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258],38.81,5,22213,791,1066,95,95,6
 POP1,ENSG00000104356,10940,protein_coding,Human,8,98.117293,"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]",41.8,4,42543,2233,2268,27,852,10
 FBXO43,ENSG00000156509,286151,protein_coding,Human,8,100.133351,F-box protein 43 [Source:HGNC Symbol;Acc:HGNC:28521],38.89,3,12467,1119,2998,674,456,4
 POLR2K,ENSG00000147669,5440,protein_coding,Human,8,100.150623,"RNA polymerase II, I and III subunit K [Source:HGNC Symbol;Acc:HGNC:9198]",37.24,3,3381,190,837,45,465,3
 YWHAZ,ENSG00000164924,7534,protein_coding,Human,8,100.916523,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855],40.87,23,36866,536,1561,97,1293,5
 ZNF706,ENSG00000120963,51123,protein_coding,Human,8,101.177878,zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992],40.04,15,28316,179,949,211,260,4
 GRHL2,ENSG00000083307,79977,protein_coding,Human,8,101.492439,grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799],40.92,6,177288,1243,1583,166,1606,7
 RRM2B,ENSG00000048392,50484,protein_coding,Human,8,102.204502,ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296],37.81,10,34460,590,1069,76,1065,5
 AZIN1,ENSG00000155096,51582,protein_coding,Human,8,102.826111,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432],40.79,17,67754,1006,2857,178,1950,10
 ATP6V1C1,ENSG00000155097,528,protein_coding,Human,8,103.021063,ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856],38.39,6,51989,1036,2550,80,2342,10
 CTHRC1,ENSG00000164932,115908,protein_coding,Human,8,103.371538,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831],39.87,4,11452,552,892,112,203,3
 OXR1,ENSG00000164830,55074,protein_coding,Human,8,106.270144,oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822],36.67,19,482551,1317,1931,156,941,7
 EMC2,ENSG00000104412,9694,protein_coding,Human,8,108.443601,ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963],34.69,7,45596,545,1290,66,2598,7
 NUDCD1,ENSG00000120526,84955,protein_coding,Human,8,109.240919,NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306],36.54,11,93203,930,3309,94,915,9
 ENY2,ENSG00000120533,56943,protein_coding,Human,8,109.334324,ENY2 transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449],37.11,16,11631,219,1229,77,740,4
 RAD21,ENSG00000164754,5885,protein_coding,Human,8,116.845934,RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811],35.95,21,28843,1865,4222,84,1483,10
 TAF2,ENSG00000064313,6873,protein_coding,Human,8,119.730774,TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536],37.5,43,102090,1246,4163,257,419,21
 DSCC1,ENSG00000136982,79075,protein_coding,Human,8,119.833976,DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453],41.9,2,21919,1182,1450,99,917,6
 MRPL13,ENSG00000172172,28998,protein_coding,Human,8,120.380761,mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278],35.86,7,64642,325,1052,153,393,4
 MTBP,ENSG00000172167,27085,protein_coding,Human,8,120.4454,MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417],35.31,8,96734,1302,1436,50,174,7
 TBC1D31,ENSG00000156787,93594,protein_coding,Human,8,123.041968,TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888],39.82,15,110186,1347,1944,104,366,11
 ZHX1,ENSG00000165156,11244,protein_coding,Human,8,123.248451,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871],38.83,8,27091,1996,2184,184,716,3
 ATAD2,ENSG00000156802,29028,protein_coding,Human,8,123.31985,ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123],40.58,8,96501,1672,3108,82,567,17
 NTAQ1,ENSG00000156795,55093,protein_coding,Human,8,123.416726,N-terminal glutamine amidase 1 [Source:HGNC Symbol;Acc:HGNC:25490],44.83,10,53303,381,1208,78,639,6
 FAM91A1,ENSG00000176853,157769,protein_coding,Human,8,123.768439,family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306],36.92,8,47014,1214,2058,189,680,11
 TMEM65,ENSG00000164983,157378,protein_coding,Human,8,124.306189,transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203],35.87,1,66513,723,9038,544,7771,7
 TRMT12,ENSG00000183665,55039,protein_coding,Human,8,124.45082,tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091],43.63,3,11331,900,1197,60,466,2
 SQLE,ENSG00000104549,6713,protein_coding,Human,8,124.998497,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279],37.59,6,23787,1052,1264,360,245,6
 NSMCE2,ENSG00000156831,286053,protein_coding,Human,8,125.091679,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol;Acc:HGNC:26513]",39.89,13,275442,466,808,73,236,5
 CYRIB,ENSG00000153310,51571,protein_coding,Human,8,129.839593,CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216],42.06,31,177912,603,1488,75,1290,9
 PHF20L1,ENSG00000129292,51105,protein_coding,Human,8,132.775358,PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280],34.77,20,73450,1414,2842,111,1160,10
 PTK2,ENSG00000169398,5747,protein_coding,Human,8,140.6579,protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611],40.07,58,344317,1008,1424,166,569,10
 PSCA,ENSG00000167653,8000,protein_coding,Human,8,142.670308,prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500],56.09,4,12418,255,780,63,448,2
 IQANK1,ENSG00000203499,642574,protein_coding,Human,8,143.734139,IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576],49.91,5,56507,980,1250,42,1207,6
 SCRIB,ENSG00000180900,23513,protein_coding,Human,8,143.79092,scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377],62.82,10,24854,3215,2708,131,240,18
 OPLAH,ENSG00000178814,26873,protein_coding,Human,8,144.051266,"5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]",65.95,4,12700,2314,1487,39,60,9
 TONSL,ENSG00000160949,4796,protein_coding,Human,8,144.428775,"tonsoku like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]",62.9,2,15666,4137,5569,26,368,22
 ZNF251,ENSG00000198169,90987,protein_coding,Human,8,144.720907,zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045],47.51,4,35511,1229,1557,101,456,4
 C8orf33,ENSG00000182307,65265,protein_coding,Human,8,145.052465,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104],46.22,9,14221,708,1656,25,822,5
 HAUS6,ENSG00000147874,54801,protein_coding,Human,9,19.053141,HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948],39.6,3,49764,1943,3586,104,2267,12
 ANKRD18B,ENSG00000230453,441459,protein_coding,Human,9,33.524251,ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644],42.04,8,84598,1541,2074,168,841,9
 MELK,ENSG00000165304,9833,protein_coding,Human,9,36.572862,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870],41.98,14,104822,1320,1722,93,273,13
 OSTF1,ENSG00000134996,26578,protein_coding,Human,9,75.088514,osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510],40.26,1,58752,645,1348,179,524,10
 CKS2,ENSG00000123975,1164,protein_coding,Human,9,89.311195,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000],38.43,1,5509,240,616,98,278,3
 SYK,ENSG00000165025,6850,protein_coding,Human,9,90.801787,spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491],44.17,5,96763,1874,4055,65,2949,11
 ASPN,ENSG00000106819,54829,protein_coding,Human,9,92.456205,asporin [Source:HGNC Symbol;Acc:HGNC:14872],38.34,4,26302,677,1475,83,812,6
 MFSD14B,ENSG00000148110,84641,protein_coding,Human,9,94.374569,major facilitator superfamily domain containing 14B [Source:HGNC Symbol;Acc:HGNC:23376],40.65,2,86474,1521,2596,251,1630,6
 ZNF367,ENSG00000165244,195828,protein_coding,Human,9,96.385941,zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320],42.89,1,32430,1053,3687,338,2296,5
 MSANTD3,ENSG00000066697,91283,protein_coding,Human,9,100.427143,Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370],43.76,7,24592,652,1379,101,584,3
 SMC2,ENSG00000136824,10592,protein_coding,Human,9,104.09426,structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011],35.98,5,47160,2344,3660,122,1202,18
 NIPSNAP3A,ENSG00000136783,25934,protein_coding,Human,9,104.747683,nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619],36.49,2,12438,744,1392,110,782,4
 CDC26,ENSG00000176386,246184,protein_coding,Human,9,113.255835,cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839],43.06,2,19738,258,787,114,271,4
 POLE3,ENSG00000148229,54107,protein_coding,Human,9,113.407235,"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]",49.35,4,3441,444,1788,88,1576,4
 ASTN2,ENSG00000148219,23245,protein_coding,Human,9,116.423112,astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021],41.84,8,991959,2296,3404,160,1100,14
 GLE1,ENSG00000119392,2733,protein_coding,Human,9,128.504655,GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315],45.42,15,39220,1504,3141,93,930,12
 C9orf78,ENSG00000136819,51759,protein_coding,Human,9,129.82729,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932],48.01,7,8574,870,1243,54,871,5
 DDX31,ENSG00000125485,64794,protein_coding,Human,9,132.592997,DEAD-box helicase 31 [Source:HGNC Symbol;Acc:HGNC:16715],44.73,5,77405,1443,2259,328,863,10
 WDR5,ENSG00000196363,11091,protein_coding,Human,9,134.135365,WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757],55.32,3,24604,488,1480,151,1975,8
 MAMDC4,ENSG00000177943,158056,protein_coding,Human,9,136.850943,MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083],66.28,5,9857,2592,2934,60,288,18
 NDOR1,ENSG00000188566,27158,protein_coding,Human,9,137.205685,NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838],60.52,6,13677,1738,2196,65,1061,11
 ZMYND19,ENSG00000165724,116225,protein_coding,Human,9,137.582081,zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146],58.02,2,8432,684,1327,249,462,4
 MCM10,ENSG00000065328,55388,protein_coding,Human,10,13.161558,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043],43.59,7,49553,2007,2107,80,1390,10
 FAM107B,ENSG00000065809,83641,protein_coding,Human,10,14.518557,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],43.19,29,256341,380,1141,114,1024,4
 HSPA14,ENSG00000187522,51182,protein_coding,Human,10,14.838306,heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526],39.43,3,33436,958,1065,97,164,8
 GAD2,ENSG00000136750,2572,protein_coding,Human,10,26.216665,glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093],42.67,5,87894,1374,2295,88,1378,12
 MASTL,ENSG00000120539,84930,protein_coding,Human,10,27.154824,microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042],41.56,4,33130,2310,3086,245,592,10
 ANKRD30A,ENSG00000148513,91074,protein_coding,Human,10,37.125598,ankyrin repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:17234],34.6,5,106970,3497,3167,190,140,25
 CSGALNACT2,ENSG00000169826,55454,protein_coding,Human,10,43.138445,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292],38.92,1,46858,1629,3765,188,1760,8
 TIMM23B,ENSG00000204152,100652748,protein_coding,Human,10,49.942049,translocase of inner mitochondrial membrane 23 homolog B [Source:HGNC Symbol;Acc:HGNC:23581],40.64,4,32802,430,1856,134,945,7
 ZWINT,ENSG00000122952,11130,protein_coding,Human,10,56.357227,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],48.04,9,4047,596,1315,26,540,7
 UBE2D1,ENSG00000072401,7321,protein_coding,Human,10,58.334979,ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474],36.06,4,35773,387,1868,174,1984,4
 CDK1,ENSG00000170312,983,protein_coding,Human,10,60.778331,cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722],35.07,8,16522,761,1312,64,869,6
 DNA2,ENSG00000138346,1763,protein_coding,Human,10,68.414064,DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939],42.26,8,58058,1860,2113,48,377,12
 KIFBP,ENSG00000198954,26128,protein_coding,Human,10,68.988803,kinesin family binding protein [Source:HGNC Symbol;Acc:HGNC:23419],43.16,20,54742,1040,2369,36,677,7
 DNAJC9,ENSG00000213551,23234,protein_coding,Human,10,73.183362,DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123],39.91,3,63894,783,1140,66,1446,4
 PLAU,ENSG00000122861,5328,protein_coding,Human,10,73.909177,"plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]",53.5,5,8320,953,1276,125,930,7
 ADK,ENSG00000156110,132,protein_coding,Human,10,74.151202,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257],37.43,14,558762,790,1505,127,495,9
 KIF20B,ENSG00000138182,9585,protein_coding,Human,10,89.70159,kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212],35.16,4,73350,3809,4577,34,888,23
 KIF11,ENSG00000138160,3832,protein_coding,Human,10,92.574105,kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388],40.82,5,81291,2545,4946,192,1097,22
 CEP55,ENSG00000138180,55165,protein_coding,Human,10,93.496612,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161],40.69,3,32481,1010,1372,162,530,5
 RBP4,ENSG00000138207,5950,protein_coding,Human,10,93.591687,retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922],49.28,3,10058,604,1066,76,318,6
 LGI1,ENSG00000108231,9211,protein_coding,Human,10,93.75784,leucine rich glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572],41.13,31,48433,616,1894,190,396,6
 HELLS,ENSG00000119969,3070,protein_coding,Human,10,94.545329,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]",38.83,21,68577,1545,2461,175,721,14
 BLOC1S2,ENSG00000196072,282991,protein_coding,Human,10,100.27328,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984],47.31,6,13401,334,1755,105,1609,4
 PCGF6,ENSG00000156374,84108,protein_coding,Human,10,103.302796,polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156],43.9,5,48349,820,1736,55,809,8
 SHTN1,ENSG00000187164,57698,protein_coding,Human,10,116.881477,shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319],39.09,7,245110,1631,3929,239,2671,14
 ,ENSG00000286135,112577516,protein_coding,Human,10,122.67285,novel protein similar to AQN-1 protein AQN-1 (Sus scrofa),47.6,1,6645,414,892,32,446,4
 BUB3,ENSG00000154473,9184,protein_coding,Human,10,123.154402,BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151],39.16,5,16066,810,2283,74,2362,6
 ADAM12,ENSG00000148848,8038,protein_coding,Human,10,126.012381,ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190],43.11,7,376097,2556,3020,317,3524,11
 MKI67,ENSG00000148773,4288,protein_coding,Human,10,128.096659,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107],43.55,5,29765,9231,5242,152,2531,8
 TRPM5,ENSG00000070985,29850,protein_coding,Human,11,2.404515,transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323],59.1,4,40000,3500,4172,102,226,25
 NAP1L4,ENSG00000205531,4676,protein_coding,Human,11,2.944431,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640],44.27,22,47947,596,929,57,588,8
 RRM1,ENSG00000167325,6240,protein_coding,Human,11,4.094707,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451],40.37,14,44226,839,1330,163,208,9
 MRGPRX2,ENSG00000183695,117194,protein_coding,Human,11,19.054455,MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983],44.55,1,6263,993,2072,62,955,2
 E2F8,ENSG00000129173,79733,protein_coding,Human,11,19.224063,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],41.92,5,17558,2058,2364,170,594,9
 CCDC34,ENSG00000109881,91057,protein_coding,Human,11,27.330827,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079],37.32,3,32408,906,1426,30,844,5
 LGR4,ENSG00000205213,55366,protein_coding,Human,11,27.365961,leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299],39.09,6,106830,2039,2097,324,1272,7
 KIF18A,ENSG00000121621,81930,protein_coding,Human,11,28.020619,kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441],33.97,4,87538,2697,1642,70,581,8
 CSTF3,ENSG00000176102,1479,protein_coding,Human,11,33.077188,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485],37.22,8,85184,781,1204,165,383,8
 PDHX,ENSG00000110435,8050,protein_coding,Human,11,34.915829,pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350],36.68,8,104763,871,1117,66,505,6
 FAM111B,ENSG00000189057,374393,protein_coding,Human,11,59.107185,FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200],38.92,6,20228,1826,2292,58,865,3
 PATL1,ENSG00000166889,219988,protein_coding,Human,11,59.636716,"PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]",39.89,2,32322,2313,2284,142,1674,10
 FEN1,ENSG00000168496,2237,protein_coding,Human,11,61.792911,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650],48.87,3,4328,700,1187,105,520,2
 STIP1,ENSG00000168439,10963,protein_coding,Human,11,64.185272,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387],50.06,12,19272,1084,1060,163,288,7
 PLCB3,ENSG00000149782,5331,protein_coding,Human,11,64.25153,phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056],60.31,4,17621,3638,3270,99,355,24
 CDCA5,ENSG00000146670,113130,protein_coding,Human,11,65.0663,cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626],52.67,10,17865,584,947,66,428,5
 MRPL49,ENSG00000149792,740,protein_coding,Human,11,65.122183,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176],50.97,9,5189,380,1275,25,480,3
 CFL1,ENSG00000172757,1072,protein_coding,Human,11,65.823022,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874],50.18,15,39005,434,955,153,353,3
 RBM4,ENSG00000173933,5936,protein_coding,Human,11,66.638667,RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901],44.81,13,29708,671,1283,119,508,3
 C11orf80,ENSG00000173715,79703,protein_coding,Human,11,66.744451,chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197],42.75,19,99066,1006,1116,98,112,9
 ANKRD13D,ENSG00000172932,338692,protein_coding,Human,11,67.2893,ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880],52.18,17,13186,614,1343,136,173,6
 RAD9A,ENSG00000172613,5883,protein_coding,Human,11,67.317871,RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827],52.03,11,80540,491,1020,119,347,6
 PPP1CA,ENSG00000172531,5499,protein_coding,Human,11,67.398181,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281],61.16,14,23003,955,1427,103,295,6
 GPR152,ENSG00000175514,390212,protein_coding,Human,11,67.451301,G protein-coupled receptor 152 [Source:HGNC Symbol;Acc:HGNC:23622],65.78,1,1429,1413,1429,5,11,1
 PITPNM1,ENSG00000110697,9600,protein_coding,Human,11,67.491768,phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003],62.46,16,14496,1839,1400,104,265,8
 KMT5B,ENSG00000110066,51111,protein_coding,Human,11,68.154863,lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283],42.5,22,58990,1116,2683,123,824,9
 PPP6R3,ENSG00000110075,55291,protein_coding,Human,11,68.460731,protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173],41.89,26,154604,1444,2036,80,1220,11
 TESMIN,ENSG00000132749,9633,protein_coding,Human,11,68.70744,testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446],45.07,9,44081,954,1242,51,996,4
 IGHMBP2,ENSG00000132740,3508,protein_coding,Human,11,68.903863,immunoglobulin mu DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5542],50.64,51,36740,715,1087,58,280,5
 LTO1,ENSG00000149716,220064,protein_coding,Human,11,69.653076,LTO1 maturation factor of ABCE1 [Source:HGNC Symbol;Acc:HGNC:17589],53.52,18,22341,298,1166,92,570,4
 UCP2,ENSG00000175567,7351,protein_coding,Human,11,73.974672,uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518],52.37,11,8172,605,835,134,344,4
 POLD3,ENSG00000077514,10714,protein_coding,Human,11,74.493851,"DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]",41.72,10,175267,718,1242,102,713,6
 CLNS1A,ENSG00000074201,1207,protein_coding,Human,11,77.514936,chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080],41.76,12,122859,422,884,64,282,4
 DDIAS,ENSG00000165490,220042,protein_coding,Human,11,82.899975,DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351],39.78,12,58303,896,1439,84,786,5
 TMEM126B,ENSG00000171204,55863,protein_coding,Human,11,85.628573,transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883],37.32,11,7967,283,892,20,269,5
 CREBZF,ENSG00000137504,58487,protein_coding,Human,11,85.657742,CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905],40.03,10,25167,922,2413,224,1492,4
